Nederlandse	Nederlands	ADJ(prenom,basis,met-e,stan)	B-NP	B-LOC
minister	minister	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
Defensie	defensie	N(soort,ev,basis,zijd,stan)	B-NP	B-MISC
stapt	stappen	WW(pv,tgw,met-t)	B-VP	O
op	op	VZ(init)	B-PP	O
vlak	vlak	N(soort,ev,basis,onz,stan)	B-NP	O
voor	voor	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
finish	finish	N(soort,ev,basis,zijd,stan)	I-NP	O
				
De	de	LID(bep)	B-NP	O
Nederlandse	Nederlands	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
minister	minister	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
Defensie	defensie	N(soort,ev,basis,zijd,stan)	B-NP	B-MISC
Jeanine	Jeanine	SPEC(deeleigen)	I-NP	B-PER
Hennis-Plasschaert	Hennis-Plasschaert	SPEC(deeleigen)	I-NP	I-PER
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
dinsdag	dinsdag	N(eigen,ev,basis,zijd,stan)	B-NP	O
haar	haar	VNW(bez,det,3,ev)	B-NP	O
ontslag	ontslag	N(soort,ev,basis,onz,stan)	I-NP	O
aangekondigd	aankondigen	WW(vd,vrij,zonder)	B-VP	O
.	.	LET()	O	O
				
Ze	ze	VNW(pers,pron,3,ev,fem)	B-NP	O
kreeg	krijgen	WW(pv,verl,ev)	B-VP	O
zware	zwaar	ADJ(prenom,basis,met-e,stan)	B-NP	O
kritiek	kritiek	N(soort,ev,basis,zijd,stan)	I-NP	O
in	in	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Nederlandse	Nederlands	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
Tweede	twee	TW(rang,prenom,stan)	I-NP	B-ORG
Kamer	kamer	N(soort,ev,basis,zijd,stan)	I-NP	I-ORG
na	na	VZ(init)	B-PP	O
een	een	LID(onbep)	B-NP	O
vernietigend	vernietigen	WW(od,prenom,zonder)	I-NP	O
rapport	rapport	N(soort,ev,basis,onz,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Onderzoeksraad	onderzoeksraad	N(soort,ev,basis,zijd,stan)	I-NP	B-ORG
voor	voor	VZ(init)	B-PP	I-ORG
Veiligheid	veiligheid	N(soort,ev,basis,zijd,stan)	B-NP	I-ORG
(	(	LET()	O	O
OVV	OVV	N(eigen,ev,basis,onz,stan)	B-NP	B-ORG
)	)	LET()	O	O
.	.	LET()	O	O
				
