De	de	LID(bep)	B-NP	O
Europeanen	Europeaan	N(eigen,mv,basis)	I-NP	B-LOC
houden	houden	WW(pv,tgw,mv)	B-VP	O
hun	hun	VNW(bez,det,3,mv)	B-NP	O
hart	hart	N(soort,ev,basis,onz,stan)	I-NP	O
vast	vast	ADJ(vrij,basis,zonder)	B-AP	O
				
helsinki	helsinki	N(soort,ev,basis,zijd,stan)	B-NP	O
-	-	LET()	O	O
Vandaag	vandaag	BW()	B-ADVP	O
vindt	vinden	WW(pv,tgw,met-t)	B-VP	O
topontmoeting	topontmoeting	N(soort,ev,basis,zijd,stan)	B-NP	O
tussen	tussen	VZ(init)	B-PP	O
Poetin	Poetin	N(eigen,ev,basis,zijd,stan)	B-NP	B-PER
en	en	VG(neven)	O	O
Trump	Trump	N(eigen,ev,basis,zijd,stan)	B-NP	B-LOC
plaats	plaats	N(soort,ev,basis,zijd,stan)	I-NP	O
				
Vandaag	vandaag	BW()	B-ADVP	O
vindt	vinden	WW(pv,tgw,met-t)	B-VP	O
in	in	VZ(init)	B-PP	O
Helsinki	Helsinki	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
de	de	LID(bep)	B-NP	O
eerste	een	TW(rang,prenom,stan)	I-NP	O
bilaterale	bilateraal	ADJ(prenom,basis,met-e,stan)	I-NP	O
ontmoeting	ontmoeting	N(soort,ev,basis,zijd,stan)	I-NP	O
tussen	tussen	VZ(init)	B-PP	O
Donald	Donald	SPEC(deeleigen)	B-NP	B-PER
Trump	Trump	SPEC(deeleigen)	I-NP	I-PER
en	en	VG(neven)	O	O
Vladimir	Vladimir	SPEC(deeleigen)	B-NP	B-PER
Poetin	Poetin	SPEC(deeleigen)	I-NP	I-PER
plaats	plaats	N(soort,ev,basis,zijd,stan)	I-NP	O
.	.	LET()	O	O
				
En	en	VG(neven)	O	O
de	de	LID(bep)	B-NP	O
Europeaan	Europeaan	N(eigen,ev,basis,zijd,stan)	I-NP	B-LOC
,	,	LET()	O	O
die	die	VNW(betr,pron,persoon,getal)	B-NP	O
wacht	wachten	WW(pv,tgw,ev)	B-VP	O
bang	bang	ADJ(vrij,basis,zonder)	B-AP	O
af	af	VZ(fin)	O	O
.	.	LET()	O	O
				
Waarom	waarom	BW()	B-ADVP	O
?	?	LET()	O	O
				
Omdat	omdat	VG(onder)	O	O
het	het	LID(bep)	B-NP	O
gevoel	gevoel	N(soort,ev,basis,onz,stan)	I-NP	O
heerst	heersen	WW(pv,tgw,met-t)	B-VP	O
dat	dat	VG(onder)	O	O
Trump	Trump	N(eigen,ev,basis,zijd,stan)	B-NP	B-PER
een	een	LID(onbep)	B-NP	O
goede	goed	ADJ(prenom,basis,met-e,stan)	I-NP	O
relatie	relatie	N(soort,ev,basis,zijd,stan)	I-NP	O
met	met	VZ(init)	B-PP	O
Poetin	Poetin	N(eigen,ev,basis,zijd,stan)	B-NP	B-PER
verkiest	verkiesten	WW(vd,vrij,zonder)	B-VP	O
boven	boven	VZ(init)	B-PP	O
stevige	stevig	ADJ(prenom,basis,met-e,stan)	B-NP	O
banden	band	N(soort,mv,basis)	I-NP	O
met	met	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Europese	Europees	ADJ(prenom,basis,met-e,stan)	I-NP	B-ORG
Unie	unie	N(soort,ev,basis,zijd,stan)	I-NP	I-ORG
.	.	LET()	O	O
				
