Mieke	Mieke	SPEC(deeleigen)	B-NP	B-PER
Vogels	Vogels	SPEC(deeleigen)	I-NP	I-PER
kandidaat	kandidaat	N(soort,ev,basis,zijd,stan)	I-NP	O
voor	voor	VZ(init)	B-PP	O
districtslijst	districtslijst	N(soort,ev,basis,zijd,stan)	B-NP	O
Groen	Groen	N(eigen,ev,basis,onz,stan)	I-NP	B-PER
bij	bij	VZ(init)	B-PP	O
gemeenteraadsverkiezingen	gemeenteraadsverkiezing	N(soort,mv,basis)	B-NP	O
:	:	LET()	O	O
Ik	ik	VNW(pers,pron,1,ev)	B-NP	O
doe	doen	WW(pv,tgw,ev)	B-VP	O
mee	mee	VZ(fin)	O	O
om	om	VZ(init)	O	O
te	te	VZ(init)	B-VP	O
steunen	steunen	WW(inf,vrij,zonder)	I-VP	O
				
Ik	ik	VNW(pers,pron,1,ev)	B-NP	O
ben	zijn	WW(pv,tgw,ev)	B-VP	O
gevraagd	vragen	WW(vd,vrij,zonder)	I-VP	O
voor	voor	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
lijst	lijst	N(soort,ev,basis,zijd,stan)	I-NP	O
in	in	VZ(init)	B-PP	O
Deurne	Deurne	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
en	en	VG(neven)	O	O
nu	nu	BW()	B-ADVP	O
Samen	samen	BW()	B-ADVP	O
niet	niet	BW()	I-ADVP	O
meer	veel	VNW(onbep,grad,comp)	I-ADVP	O
bestaat	bestaan	WW(pv,tgw,met-t)	B-VP	O
,	,	LET()	O	O
heb	hebben	WW(pv,tgw,ev)	B-VP	O
ik	ik	VNW(pers,pron,1,ev)	O	O
daar	daar	VNW(aanw,adv-pron,3o,getal)	O	O
met	met	VZ(init)	B-PP	O
plezier	plezier	N(soort,ev,basis,onz,stan)	B-NP	O
ja	ja	TSW()	I-NP	O
op	op	VZ(fin)	O	O
gezegd	zeggen	WW(vd,vrij,zonder)	B-VP	O
,	,	LET()	O	O
zegt	zeggen	WW(pv,tgw,met-t)	B-VP	O
Mieke	Mieke	SPEC(deeleigen)	B-NP	B-PER
Vogels	Vogels	SPEC(deeleigen)	I-NP	I-PER
,	,	LET()	O	O
voormalig	voormalig	ADJ(prenom,basis,zonder)	B-NP	O
partijvoorzitter	partijvoorzitter	N(soort,ev,basis,zijd,stan)	I-NP	O
,	,	LET()	O	O
minister	minister	N(soort,ev,basis,zijd,stan)	B-NP	O
,	,	LET()	O	O
parlementslid	parlementslid	N(soort,ev,basis,onz,stan)	B-NP	O
en	en	VG(neven)	O	O
schepen	schip	N(soort,mv,basis)	B-NP	O
voor	voor	VZ(init)	B-PP	O
Groen	Groen	N(eigen,ev,basis,onz,stan)	B-NP	B-PER
.	.	LET()	O	O
				
