555	555	TW(hoofd,prenom,stan)	B-NP	O
doden	dood	ADJ(nom,basis,met-e,mv-n)	I-NP	O
na	na	VZ(init)	B-PP	O
reeks	reeks	N(soort,ev,basis,zijd,stan)	B-NP	O
aardbevingen	aardbeving	N(soort,mv,basis)	I-NP	O
op	op	VZ(init)	B-PP	O
Indonesisch	Indonesisch	ADJ(prenom,basis,zonder)	B-NP	B-LOC
eiland	eiland	N(soort,ev,basis,onz,stan)	I-NP	O
Lombok	Lombok	N(eigen,ev,basis,zijd,stan)	I-NP	B-LOC
				
Bij	bij	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
reeks	reeks	N(soort,ev,basis,zijd,stan)	I-NP	O
aardbevingen	aardbeving	N(soort,mv,basis)	I-NP	O
die	die	VNW(betr,pron,persoon,getal)	B-NP	O
het	het	LID(bep)	B-NP	O
Indonesische	Indonesisch	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
eiland	eiland	N(soort,ev,basis,onz,stan)	I-NP	O
Lombok	Lombok	N(eigen,ev,basis,zijd,stan)	I-NP	B-PER
de	de	LID(bep)	B-NP	O
voorbije	voorbij	ADJ(prenom,basis,met-e,stan)	I-NP	O
weken	week	N(soort,mv,basis)	I-NP	O
trof	treffen	WW(pv,verl,ev)	B-VP	O
,	,	LET()	O	O
zijn	zijn	WW(pv,tgw,mv)	B-VP	O
in	in	VZ(init)	B-PP	O
totaal	totaal	N(soort,ev,basis,onz,stan)	B-NP	O
555	555	TW(hoofd,prenom,stan)	I-NP	O
doden	dood	ADJ(nom,basis,met-e,mv-n)	I-NP	O
gevallen	vallen	WW(vd,vrij,zonder)	B-VP	O
.	.	LET()	O	O
				
Dat	dat	VNW(aanw,pron,3o,ev)	B-NP	O
zegt	zeggen	WW(pv,tgw,met-t)	B-VP	O
de	de	LID(bep)	B-NP	O
woordvoerder	woordvoerder	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
rampenbestrijdingsagentschap	rampenbestrijdingsagentschap	N(soort,ev,basis,onz,stan)	I-NP	O
,	,	LET()	O	O
Sutopo	Sutopo	SPEC(deeleigen)	B-NP	B-PER
Nugroho	Nugroho	SPEC(deeleigen)	I-NP	I-PER
,	,	LET()	O	O
vrijdag	vrijdag	N(eigen,ev,basis,zijd,stan)	B-NP	O
.	.	LET()	O	O
				
