Meisje	meisje	N(soort,ev,dim,onz,stan)	B-NP	O
dat	dat	VNW(betr,pron,3,ev)	B-NP	O
Mexicaanse	Mexicaans	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
aardbeving	aardbeving	N(soort,ev,basis,zijd,stan)	I-NP	O
'	'	LET()	O	O
overleefde	overleven	WW(pv,verl,ev)	B-VP	O
'	'	LET()	O	O
,	,	LET()	O	O
bestaat	bestaan	WW(pv,tgw,met-t)	B-VP	O
niet	niet	BW()	B-ADVP	O
				
Media	media	N(soort,mv,basis)	B-NP	O
van	van	VZ(init)	O	O
over	over	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
hele	heel	ADJ(prenom,basis,met-e,stan)	I-NP	O
wereld	wereld	N(soort,ev,basis,zijd,stan)	I-NP	O
berichtten	berichten	WW(pv,verl,mv)	B-VP	O
gisteren	gisteren	BW()	B-ADVP	O
over	over	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
reddingsacties	reddingsactie	N(soort,mv,basis)	I-NP	O
die	die	VNW(betr,pron,persoon,getal)	B-NP	O
overlevende	overleven	WW(od,prenom,met-e)	I-NP	O
Frida	Frida	SPEC(deeleigen)	I-NP	B-PER
Sofía	Sofía	SPEC(deeleigen)	I-NP	I-PER
(	(	LET()	O	O
12	12	TW(hoofd,vrij)	B-NP	O
)	)	LET()	O	O
vanonder	vanonder	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
puin	puin	N(soort,ev,basis,onz,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
haar	haar	VNW(bez,det,3,ev)	B-NP	O
Mexicaanse	Mexicaans	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
school	school	N(soort,ev,basis,zijd,stan)	I-NP	O
moesten	moeten	WW(pv,verl,mv)	B-VP	O
halen	halen	WW(inf,vrij,zonder)	I-VP	O
na	na	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
aardbeving	aardbeving	N(soort,ev,basis,zijd,stan)	I-NP	O
daar	daar	VNW(aanw,adv-pron,3o,getal)	B-NP	O
.	.	LET()	O	O
				
De	de	LID(bep)	B-NP	O
Mexicaanse	Mexicaans	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
veiligheidstroepen	veiligheidstroep	N(soort,mv,basis)	I-NP	O
maakten	maken	WW(pv,verl,mv)	B-VP	O
nu	nu	BW()	B-ADVP	O
echter	echter	BW()	B-ADVP	O
bekend	bekend	ADJ(vrij,basis,zonder)	B-AP	O
dat	dat	VG(onder)	O	O
er	er	VNW(aanw,adv-pron,3,getal)	B-NP	O
helemaal	helemaal	BW()	B-NP	O
geen	geen	VNW(onbep,det)	I-NP	O
meisje	meisje	N(soort,ev,dim,onz,stan)	I-NP	O
onder	onder	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
puin	puin	N(soort,ev,basis,onz,stan)	I-NP	O
ligt	liggen	WW(pv,tgw,met-t)	B-VP	O
.	.	LET()	O	O
				
