Oekraïense	oekraïens	ADJ(prenom,basis,met-e,stan)	B-NP	B-LOC
president	president	N(soort,ev,basis,zijd,stan)	I-NP	O
noemt	noemen	WW(pv,tgw,met-t)	B-VP	O
gasleiding	gasleiding	N(soort,ev,basis,zijd,stan)	B-NP	O
Nord	nord	SPEC(vreemd)	I-NP	B-LOC
Stream	stream	SPEC(vreemd)	I-NP	I-LOC
2	2	TW(hoofd,prenom,stan)	I-NP	O
politiek	politiek	ADJ(prenom,basis,zonder)	I-NP	O
project	project	N(soort,ev,basis,onz,stan)	I-NP	O
				
NAVO-top	NAVO-top	N(soort,ev,basis,zijd,stan)	B-NP	B-MISC
				
De	de	LID(bep)	B-NP	O
pijpleiding	pijpleiding	N(soort,ev,basis,zijd,stan)	I-NP	O
Nord	nord	SPEC(vreemd)	I-NP	B-LOC
Stream	stream	SPEC(vreemd)	I-NP	I-LOC
2	2	TW(hoofd,vrij)	I-NP	O
,	,	LET()	O	O
die	die	VNW(betr,pron,persoon,getal)	B-NP	O
Russisch	Russisch	ADJ(prenom,basis,zonder)	I-NP	B-LOC
gas	gas	N(soort,ev,basis,onz,stan)	I-NP	O
via	via	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Oostzee	Oostzee	N(eigen,ev,basis,zijd,stan)	I-NP	B-LOC
naar	naar	VZ(init)	B-PP	O
Duitsland	Duitsland	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
moet	moeten	WW(pv,tgw,ev)	B-VP	O
brengen	brengen	WW(inf,vrij,zonder)	I-VP	O
,	,	LET()	O	O
is	zijn	WW(pv,tgw,ev)	B-VP	O
geen	geen	VNW(onbep,det)	B-NP	O
economische	economisch	ADJ(prenom,basis,met-e,stan)	I-NP	O
project	project	N(soort,ev,basis,onz,stan)	I-NP	O
maar	maar	VG(neven)	O	O
is	zijn	WW(pv,tgw,ev)	B-VP	O
politiek	politiek	ADJ(vrij,basis,zonder)	B-AP	O
gemotiveerd	motiveren	WW(vd,vrij,zonder)	B-VP	O
.	.	LET()	O	O
				
Dat	dat	VNW(aanw,pron,3o,ev)	B-NP	O
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
de	de	LID(bep)	B-NP	O
Oekraïense	oekraïens	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
president	president	N(soort,ev,basis,zijd,stan)	I-NP	O
Petro	Petro	SPEC(deeleigen)	I-NP	B-PER
Porosjenko	Porosjenko	SPEC(deeleigen)	I-NP	I-PER
donderdag	donderdag	N(eigen,ev,basis,zijd,stan)	I-NP	O
verklaard	verklaren	WW(vd,vrij,zonder)	B-VP	O
voor	voor	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
start	start	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
tweede	twee	TW(rang,prenom,stan)	I-NP	O
dag	dag	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
NAVO-top	NAVO-top	N(soort,ev,basis,zijd,stan)	I-NP	B-MISC
in	in	VZ(init)	B-PP	O
Brussel	Brussel	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
.	.	LET()	O	O
				
