36	36	TW(hoofd,prenom,stan)	B-NP	O
terroristen	terrorist	N(soort,mv,basis)	I-NP	O
krijgen	krijgen	WW(pv,tgw,mv)	B-VP	O
doodstraf	doodstraf	N(soort,ev,basis,zijd,stan)	B-NP	O
voor	voor	VZ(init)	B-PP	O
aanslagen	aanslag	N(soort,mv,basis)	B-NP	O
op	op	VZ(init)	B-PP	O
kerken	kerk	N(soort,mv,basis)	B-NP	O
				
Een	een	LID(onbep)	B-NP	O
militaire	militair	ADJ(prenom,basis,met-e,stan)	I-NP	O
rechtbank	rechtbank	N(soort,ev,basis,zijd,stan)	I-NP	O
in	in	VZ(init)	B-PP	O
Egypte	Egypte	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
36	36	TW(hoofd,prenom,stan)	B-NP	O
personen	persoon	N(soort,mv,basis)	I-NP	O
de	de	LID(bep)	B-NP	O
doodstraf	doodstraf	N(soort,ev,basis,zijd,stan)	I-NP	O
gegeven	geven	WW(vd,vrij,zonder)	B-VP	O
voor	voor	VZ(init)	B-PP	O
hun	hun	VNW(bez,det,3,mv)	B-NP	O
betrokkenheid	betrokkenheid	N(soort,ev,basis,zijd,stan)	I-NP	O
bij	bij	VZ(init)	B-PP	O
aanslagen	aanslag	N(soort,mv,basis)	B-NP	O
tegen	tegen	VZ(init)	B-PP	O
kerken	kerk	N(soort,mv,basis)	B-NP	O
van	van	VZ(init)	B-PP	O
koptische	koptisch	ADJ(prenom,basis,met-e,stan)	B-NP	O
christenen	christen	N(soort,mv,basis)	I-NP	O
in	in	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
steden	stad	N(soort,mv,basis)	I-NP	O
Caïro	Caïro	N(eigen,ev,basis,onz,stan)	I-NP	B-LOC
,	,	LET()	O	O
Tanta	Tanta	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
en	en	VG(neven)	O	O
Alexandrië	Alexandrië	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
tussen	tussen	VZ(init)	B-PP	O
2016	2016	TW(hoofd,vrij)	B-NP	O
en	en	VG(neven)	O	O
2017	2017	TW(hoofd,vrij)	B-NP	O
.	.	LET()	O	O
				
