Iraanse	iraans	ADJ(prenom,basis,met-e,stan)	B-NP	B-LOC
president	president	N(soort,ev,basis,zijd,stan)	I-NP	O
verwerpt	verwerpen	WW(pv,tgw,met-t)	B-VP	O
legitimiteit	legitimiteit	N(soort,ev,basis,zijd,stan)	B-NP	O
van	van	VZ(init)	B-PP	O
nieuw	nieuw	ADJ(prenom,basis,zonder)	B-NP	O
nucleair	nucleair	ADJ(prenom,basis,zonder)	I-NP	O
akkoord	akkoord	N(soort,ev,basis,onz,stan)	I-NP	O
				
De	de	LID(bep)	B-NP	O
Iraanse	iraans	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
president	president	N(soort,ev,basis,zijd,stan)	I-NP	O
Hassan	Hassan	SPEC(deeleigen)	I-NP	B-PER
Rohani	Rohani	SPEC(deeleigen)	I-NP	I-PER
kant	kant	N(soort,ev,basis,zijd,stan)	I-NP	O
zich	zich	VNW(refl,pron,3,getal)	O	O
tegen	tegen	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
mogelijkheid	mogelijkheid	N(soort,ev,basis,zijd,stan)	I-NP	O
om	om	VZ(init)	O	O
tot	tot	VZ(init)	B-PP	O
een	een	LID(onbep)	B-NP	O
nieuw	nieuw	ADJ(prenom,basis,zonder)	I-NP	O
nucleair	nucleair	ADJ(prenom,basis,zonder)	I-NP	O
akkoord	akkoord	N(soort,ev,basis,onz,stan)	I-NP	O
te	te	VZ(init)	B-VP	O
komen	komen	WW(inf,vrij,zonder)	I-VP	O
.	.	LET()	O	O
				
Dat	dat	VNW(aanw,pron,3o,ev)	B-NP	O
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
hij	hij	VNW(pers,pron,3,ev,masc)	B-NP	O
woensdag	woensdag	N(eigen,ev,basis,zijd,stan)	I-NP	O
duidelijk	duidelijk	ADJ(vrij,basis,zonder)	B-AP	O
gemaakt	maken	WW(vd,vrij,zonder)	B-VP	O
in	in	VZ(init)	B-PP	O
een	een	LID(onbep)	B-NP	O
reactie	reactie	N(soort,ev,basis,zijd,stan)	I-NP	O
op	op	VZ(init)	B-PP	O
verklaringen	verklaring	N(soort,mv,basis)	B-NP	O
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
presidenten	president	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
Frankijk	Frankijk	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
en	en	VG(neven)	O	O
de	de	LID(bep)	B-NP	O
VS	VS	N(eigen,mv,basis)	I-NP	B-LOC
.	.	LET()	O	O
				
