Voormalig	voormalig	ADJ(prenom,basis,zonder)	B-NP	O
burgemeester	burgemeester	N(soort,ev,basis,zijd,stan)	I-NP	O
Yvan	Yvan	SPEC(deeleigen)	I-NP	B-PER
Mayeur	Mayeur	SPEC(deeleigen)	I-NP	I-PER
ontkent	ontkennen	WW(pv,tgw,met-t)	B-VP	O
schandaal	schandaal	N(soort,ev,basis,onz,stan)	B-NP	O
bij	bij	VZ(init)	B-PP	O
Samusocial	Samusocial	N(eigen,ev,basis,onz,stan)	B-NP	B-ORG
:	:	LET()	O	O
Ik	ik	VNW(pers,pron,1,ev)	B-NP	O
ben	zijn	WW(pv,tgw,ev)	B-VP	O
slachtoffer	slachtoffer	N(soort,ev,basis,onz,stan)	B-NP	O
van	van	VZ(init)	B-PP	O
lynchpartij	lynchpartij	N(soort,ev,basis,zijd,stan)	B-NP	O
				
Er	er	VNW(aanw,adv-pron,3,getal)	B-NP	O
is	zijn	WW(pv,tgw,ev)	B-VP	O
geen	geen	VNW(onbep,det)	B-NP	O
sprake	sprake	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
een	een	LID(onbep)	B-NP	O
schandaal	schandaal	N(soort,ev,basis,onz,stan)	I-NP	O
bij	bij	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Brusselse	Brussels	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
daklozenorganisatie	daklozenorganisatie	N(soort,ev,basis,zijd,stan)	I-NP	O
Samusocial	Samusocial	N(eigen,ev,basis,zijd,stan)	I-NP	B-LOC
.	.	LET()	O	O
				
Dat	dat	VNW(aanw,pron,3o,ev)	B-NP	O
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
Yvan	Yvan	SPEC(deeleigen)	B-NP	B-PER
Mayeur	Mayeur	SPEC(deeleigen)	I-NP	I-PER
,	,	LET()	O	O
de	de	LID(bep)	B-NP	O
gewezen	wijzen	WW(vd,prenom,zonder)	I-NP	O
burgemeester	burgemeester	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
Brussel	Brussel	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
,	,	LET()	O	O
gezegd	zeggen	WW(vd,vrij,zonder)	B-VP	O
in	in	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
boek	boek	N(soort,ev,basis,onz,stan)	I-NP	O
Yvan	Yvan	SPEC(deeleigen)	I-NP	B-PER
Mayeur	Mayeur	SPEC(deeleigen)	I-NP	I-PER
,	,	LET()	O	O
Citoyen	Citoyen	SPEC(deeleigen)	B-NP	B-PER
de	de	SPEC(deeleigen)	I-NP	I-PER
Bruxelles	Bruxelles	SPEC(deeleigen)	I-NP	I-PER
.	.	LET()	O	O
				
Dat	dat	VNW(aanw,pron,3o,ev)	B-NP	O
schrijven	schrijven	WW(pv,tgw,mv)	B-VP	O
de	de	LID(bep)	B-NP	O
kranten	krant	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
Sudpresse	sudpres	ADJ(prenom,basis,met-e,stan)	B-NP	B-LOC
zaterdag	zaterdag	N(eigen,ev,basis,zijd,stan)	I-NP	O
.	.	LET()	O	O
				
