Tommelein	Tommelein	N(eigen,ev,basis,zijd,stan)	B-NP	B-LOC
over	over	VZ(init)	B-PP	O
energiepact	energiepact	N(soort,ev,basis,onz,stan)	B-NP	O
:	:	LET()	O	O
Federale	federaal	ADJ(prenom,basis,met-e,stan)	B-NP	B-MISC
regering	regering	N(soort,ev,basis,zijd,stan)	I-NP	O
moet	moeten	WW(pv,tgw,ev)	B-VP	O
nu	nu	BW()	B-ADVP	O
nodige	nodig	ADJ(prenom,basis,met-e,stan)	B-NP	O
stappen	stap	N(soort,mv,basis)	I-NP	O
zetten	zetten	WW(inf,vrij,zonder)	B-VP	O
				
Vlaams	Vlaams	ADJ(prenom,basis,zonder)	B-NP	B-LOC
minister	minister	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
Energie	energie	N(soort,ev,basis,zijd,stan)	B-NP	B-MISC
Bart	Bart	SPEC(deeleigen)	I-NP	B-PER
Tommelein	Tommelein	SPEC(deeleigen)	I-NP	I-PER
(	(	LET()	O	O
Open	Open	SPEC(deeleigen)	B-NP	B-LOC
VLD	VLD	SPEC(deeleigen)	I-NP	I-LOC
)	)	LET()	O	O
reageert	reageren	WW(pv,tgw,met-t)	B-VP	O
positief	positief	ADJ(vrij,basis,zonder)	B-AP	O
op	op	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
feit	feit	N(soort,ev,basis,onz,stan)	I-NP	O
dat	dat	VG(onder)	O	O
iedereen	iedereen	VNW(onbep,pron,3p,ev)	B-NP	O
inzage	inzage	N(soort,ev,basis,zijd,stan)	I-NP	O
krijgt	krijgen	WW(pv,tgw,met-t)	B-VP	O
in	in	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
nieuwe	nieuw	ADJ(prenom,basis,met-e,stan)	I-NP	O
studie	studie	N(soort,ev,basis,zijd,stan)	I-NP	O
over	over	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
kernuitstap	kernuitstap	N(soort,ev,basis,zijd,stan)	I-NP	O
.	.	LET()	O	O
				
Volgens	volgens	VZ(init)	B-PP	O
Tommelein	Tommelein	N(eigen,ev,basis,onz,stan)	B-NP	B-PER
liggen	liggen	WW(pv,tgw,mv)	B-VP	O
de	de	LID(bep)	B-NP	O
resultaten	resultaat	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
die	die	VNW(aanw,det)	B-NP	O
studie	studie	N(soort,ev,basis,zijd,stan)	I-NP	O
in	in	VZ(init)	B-PP	O
lijn	lijn	N(soort,ev,basis,zijd,stan)	B-NP	O
met	met	VZ(init)	B-PP	O
eerdere	eerder	ADJ(prenom,basis,met-e,stan)	B-NP	O
studies	studie	N(soort,mv,basis)	I-NP	O
en	en	VG(neven)	O	O
is	zijn	WW(pv,tgw,ev)	B-VP	O
het	het	VNW(pers,pron,3,ev,onz)	B-NP	O
nu	nu	BW()	B-ADVP	O
aan	aan	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
federale	federaal	ADJ(prenom,basis,met-e,stan)	I-NP	O
regering	regering	N(soort,ev,basis,zijd,stan)	I-NP	O
om	om	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
nodige	nodig	ADJ(prenom,basis,met-e,stan)	I-NP	O
stappen	stap	N(soort,mv,basis)	I-NP	O
te	te	VZ(init)	B-VP	O
zetten	zetten	WW(inf,vrij,zonder)	I-VP	O
.	.	LET()	O	O
				
