Amerikanen	Amerikaan	N(eigen,mv,basis)	B-NP	B-LOC
de	de	LID(bep)	B-NP	O
straat	straat	N(soort,ev,basis,zijd,stan)	I-NP	O
op	op	VZ(fin)	O	O
tegen	tegen	VZ(init)	B-PP	O
immigratiebeleid	immigratiebeleid	N(soort,ev,basis,zijd,stan)	B-NP	O
Trump	Trump	N(eigen,ev,basis,zijd,stan)	I-NP	B-PER
				
In	in	VZ(init)	B-PP	O
tientallen	tiental	N(soort,mv,basis)	B-NP	O
Amerikaanse	Amerikaans	ADJ(prenom,basis,met-e,stan)	B-NP	B-LOC
steden	stad	N(soort,mv,basis)	I-NP	O
zijn	zijn	WW(pv,tgw,mv)	B-VP	O
zaterdag	zaterdag	N(eigen,ev,basis,zijd,stan)	B-NP	O
mensen	mens	N(soort,mv,basis)	I-NP	O
de	de	LID(bep)	B-NP	O
straat	straat	N(soort,ev,basis,zijd,stan)	I-NP	O
op	op	VZ(fin)	O	O
gegaan	gaan	WW(vd,vrij,zonder)	B-VP	O
om	om	VZ(init)	O	O
te	te	VZ(init)	B-VP	O
protesteren	protesteren	WW(inf,vrij,zonder)	I-VP	O
tegen	tegen	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
hardleerse	hardleers	ADJ(prenom,basis,met-e,stan)	I-NP	O
immigratiepolitiek	immigratiepolitiek	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
hun	hun	VNW(bez,det,3,mv)	B-NP	O
president	president	N(soort,ev,basis,zijd,stan)	I-NP	O
Donald	Donald	SPEC(deeleigen)	I-NP	B-PER
Trump	Trump	SPEC(deeleigen)	I-NP	I-PER
.	.	LET()	O	O
				
