Britse	Brits	ADJ(prenom,basis,met-e,stan)	B-NP	O
pond	pond	N(soort,ev,basis,onz,stan)	I-NP	O
op	op	VZ(init)	B-PP	O
hoogste	hoog	ADJ(prenom,sup,met-e,stan)	B-NP	O
peil	peil	N(soort,ev,basis,onz,stan)	I-NP	O
sinds	sinds	VZ(init)	B-PP	O
Brexit-stemming	brexit-stemming	N(soort,ev,basis,zijd,stan)	B-NP	B-MISC
				
Het	het	LID(bep)	B-NP	O
pond	pond	N(soort,ev,basis,onz,stan)	I-NP	O
sterling	sterling	N(soort,ev,basis,zijd,stan)	I-NP	O
ging	gaan	WW(pv,verl,ev)	B-VP	O
gisteren	gisteren	BW()	B-ADVP	O
voor	voor	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
zevende	zeven	TW(rang,prenom,stan)	I-NP	O
dag	dag	N(soort,ev,basis,zijd,stan)	I-NP	O
op	op	VZ(init)	B-PP	O
rij	rij	N(soort,ev,basis,zijd,stan)	B-NP	O
hoger	hoog	ADJ(vrij,comp,zonder)	B-AP	O
.	.	LET()	O	O
				
De	de	LID(bep)	B-NP	O
Britse	Brits	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
munt	munt	N(soort,ev,basis,zijd,stan)	I-NP	O
staat	staan	WW(pv,tgw,met-t)	B-VP	O
nu	nu	BW()	B-ADVP	O
tegenover	tegenover	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Amerikaanse	Amerikaans	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
dollar	dollar	N(soort,ev,basis,zijd,stan)	I-NP	O
op	op	VZ(init)	B-PP	O
z'n	zijn	VNW(bez,det,3,ev)	B-NP	O
hoogste	hoog	ADJ(prenom,sup,met-e,stan)	I-NP	O
niveau	niveau	N(soort,ev,basis,onz,stan)	I-NP	O
sinds	sinds	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Brexit-stemming	brexit-stemming	N(soort,ev,basis,zijd,stan)	I-NP	B-MISC
in	in	VZ(init)	B-PP	O
juni	juni	N(eigen,ev,basis,zijd,stan)	B-NP	O
2016	2016	TW(hoofd,vrij)	I-NP	O
.	.	LET()	O	O
				
