Regels	regel	N(soort,mv,basis)	B-NP	O
tegen	tegen	VZ(init)	B-PP	O
sociale	sociaal	ADJ(prenom,basis,met-e,stan)	B-NP	O
dumping	dumping	N(soort,ev,basis,zijd,stan)	I-NP	O
aangescherpt	aanscherpen	WW(vd,vrij,zonder)	B-VP	O
				
De	de	LID(bep)	B-NP	O
Europese	Europees	ADJ(prenom,basis,met-e,stan)	I-NP	B-LOC
ministers	minister	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
Werk	werk	N(soort,ev,basis,onz,stan)	B-NP	O
bereikten	bereiken	WW(pv,verl,mv)	B-VP	O
gisteravond	gisteravond	BW()	B-ADVP	O
laat	laten	WW(pv,tgw,ev)	B-VP	O
een	een	LID(onbep)	B-NP	O
akkoord	akkoord	N(soort,ev,basis,onz,stan)	I-NP	O
over	over	VZ(init)	B-PP	O
een	een	LID(onbep)	B-NP	O
aanscherping	aanscherping	N(soort,ev,basis,zijd,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
regels	regel	N(soort,mv,basis)	I-NP	O
voor	voor	VZ(init)	B-PP	O
gedetacheerde	detacheren	WW(vd,prenom,met-e)	B-NP	O
werknemers	werknemer	N(soort,mv,basis)	I-NP	O
.	.	LET()	O	O
				
Tot	tot	VZ(init)	B-PP	O
ongenoegen	ongenoegen	N(soort,ev,basis,onz,stan)	B-NP	O
van	van	VZ(init)	B-PP	O
sommige	sommig	VNW(onbep,det)	B-NP	O
landen	land	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
Oost-Europa	Oost-Europa	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
.	.	LET()	O	O
				
