Ook	ook	BW()	B-ADVP	O
de	de	LID(bep)	B-NP	O
drugsdealers	drugsdealer	N(soort,mv,basis)	I-NP	O
op	op	VZ(init)	B-PP	O
Tomorrowland	Tomorrowland	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
kwamen	komen	WW(pv,verl,mv)	B-VP	O
van	van	VZ(init)	O	O
heinde	heinde	BW()	B-ADVP	O
en	en	VG(neven)	O	O
verre	ver	ADJ(prenom,basis,met-e,stan)	B-AP	O
				
De	de	LID(bep)	B-NP	O
federale	federaal	ADJ(prenom,basis,met-e,stan)	I-NP	O
politie	politie	N(soort,ev,basis,zijd,stan)	I-NP	O
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
tijdens	tijdens	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
twee	twee	TW(hoofd,prenom,stan)	I-NP	O
weekends	weekend	N(soort,mv,basis)	I-NP	O
van	van	VZ(init)	B-PP	O
Tomorrowland	Tomorrowland	N(eigen,ev,basis,onz,stan)	B-NP	B-LOC
63	63	TW(hoofd,prenom,stan)	I-NP	O
drugdealers	drugdealer	N(soort,mv,basis)	I-NP	O
op	op	VZ(init)	B-PP	O
heterdaad	heterdaad	N(soort,ev,basis,zijd,stan)	B-NP	O
betrapt	betrappen	WW(vd,vrij,zonder)	B-VP	O
,	,	LET()	O	O
afkomstig	afkomstig	ADJ(vrij,basis,zonder)	B-AP	O
uit	uit	VZ(init)	B-PP	O
dertien	dertien	TW(hoofd,prenom,stan)	B-NP	O
verschillende	verschillend	ADJ(prenom,basis,met-e,stan)	I-NP	O
landen	land	N(soort,mv,basis)	I-NP	O
.	.	LET()	O	O
				
Ze	ze	VNW(pers,pron,3,mv)	B-NP	O
zullen	zullen	WW(pv,tgw,mv)	B-VP	O
worden	worden	WW(inf,vrij,zonder)	I-VP	O
berecht	berechten	WW(vd,vrij,zonder)	I-VP	O
tijdens	tijdens	VZ(init)	B-PP	O
speciale	speciaal	ADJ(prenom,basis,met-e,stan)	B-NP	O
themazittingen	themazitting	N(soort,mv,basis)	I-NP	O
.	.	LET()	O	O
				
