Amerikaans	Amerikaans	ADJ(prenom,basis,zonder)	B-NP	B-ORG
Congres	congres	N(soort,ev,basis,onz,stan)	I-NP	I-ORG
keurt	keuren	WW(pv,tgw,met-t)	B-VP	O
ook	ook	BW()	B-ADVP	O
olieboringen	olieboring	N(soort,mv,basis)	B-NP	O
in	in	VZ(init)	B-PP	O
natuurgebied	natuurgebied	N(soort,ev,basis,onz,stan)	B-NP	O
goed	goed	ADJ(vrij,basis,zonder)	B-AP	O
				
Het	het	LID(bep)	B-NP	O
Congres	congres	N(soort,ev,basis,onz,stan)	I-NP	B-ORG
van	van	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
Verenigde	Verenigde	SPEC(deeleigen)	I-NP	B-LOC
Staten	Staten	SPEC(deeleigen)	I-NP	I-LOC
heeft	hebben	WW(pv,tgw,met-t)	B-VP	O
woensdag	woensdag	N(eigen,ev,basis,zijd,stan)	B-NP	O
het	het	LID(bep)	B-NP	O
licht	licht	N(soort,ev,basis,onz,stan)	I-NP	O
op	op	VZ(init)	B-PP	O
groen	groen	ADJ(nom,basis,zonder,zonder-n)	B-NP	O
gezet	zetten	WW(vd,vrij,zonder)	B-VP	O
voor	voor	VZ(init)	O	O
olie-	olie-	SPEC(afgebr)	O	O
en	en	VG(neven)	O	O
aardgasboringen	aardgasboring	N(soort,mv,basis)	B-NP	O
in	in	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
Arctic	Arctic	SPEC(deeleigen)	I-NP	B-ORG
National	National	SPEC(deeleigen)	I-NP	I-ORG
Wildlife	Wildlife	SPEC(deeleigen)	I-NP	I-ORG
Refuge	Refuge	SPEC(deeleigen)	I-NP	I-ORG
(	(	LET()	O	O
ANWR	ANWR	N(eigen,ev,basis,zijd,stan)	B-NP	B-ORG
)	)	LET()	O	O
,	,	LET()	O	O
het	het	LID(bep)	B-NP	O
natuurgebied	natuurgebied	N(soort,ev,basis,onz,stan)	I-NP	O
in	in	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
noordoosten	noordoosten	N(soort,ev,basis,onz,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
Alaska	Alaska	N(eigen,ev,basis,zijd,stan)	B-NP	B-LOC
.	.	LET()	O	O
				
De	de	LID(bep)	B-NP	O
bepaling	bepaling	N(soort,ev,basis,zijd,stan)	I-NP	O
werd	worden	WW(pv,verl,ev)	B-VP	O
te	te	VZ(init)	B-PP	O
elfder	elfder	VNW(onbep,det)	B-NP	O
ure	ure	N(soort,ev,basis,zijd,stan)	I-NP	O
toegevoegd	toevoegen	WW(vd,vrij,zonder)	B-VP	O
aan	aan	VZ(init)	B-PP	O
de	de	LID(bep)	B-NP	O
belastinghervorming	belastinghervorming	N(soort,ev,basis,zijd,stan)	I-NP	O
,	,	LET()	O	O
die	die	VNW(betr,pron,persoon,getal)	B-NP	O
dinsdag	dinsdag	N(eigen,ev,basis,zijd,stan)	I-NP	O
door	door	VZ(init)	B-PP	O
het	het	LID(bep)	B-NP	O
Congres	congres	N(soort,ev,basis,onz,stan)	I-NP	B-ORG
werd	worden	WW(pv,verl,ev)	B-VP	O
goedgekeurd	goedkeuren	WW(vd,vrij,zonder)	I-VP	O
,	,	LET()	O	O
en	en	VG(neven)	O	O
volgens	volgens	VZ(init)	B-PP	O
Trump	Trump	N(eigen,ev,basis,zijd,stan)	B-NP	B-PER
Amerika	Amerika	N(eigen,ev,basis,onz,stan)	I-NP	I-PER
zijn	zijn	VNW(bez,det,3,ev)	B-NP	O
grandeur	grandeur	N(soort,ev,basis,zijd,stan)	I-NP	O
zal	zullen	WW(pv,tgw,ev)	B-VP	O
terugbezorgen	terugbezorgen	WW(inf,vrij,zonder)	I-VP	O
.	.	LET()	O	O
				
Al	al	BW()	B-AP	O
decennialang	decennialang	ADJ(vrij,basis,zonder)	I-AP	O
zijn	zijn	WW(pv,tgw,mv)	B-VP	O
de	de	LID(bep)	B-NP	O
boringen	boring	N(soort,mv,basis)	I-NP	O
het	het	LID(bep)	B-NP	O
voorwerp	voorwerp	N(soort,ev,basis,onz,stan)	I-NP	O
van	van	VZ(init)	B-PP	O
verhit	verhitten	WW(vd,prenom,zonder)	B-NP	O
debat	debat	N(soort,ev,basis,onz,stan)	I-NP	O
.	.	LET()	O	O
				
